"Order Date","Ship Date","Ship Mode","Segment","Country","City","State","Postal Code","Region","Category...10","Sub-Category...11","Product Name...12","Category...13","Sub-Category...14","Product Name...15","Sales"
2017-12-11,2017-12-13,"Second Class","Consumer","United States","Aurora","Colorado",80013,"West","Technology","Phones","Jabra SPEAK 410","Technology","Phones","Jabra SPEAK 410",300.768
2018-09-24,2018-09-26,"Second Class","Consumer","United States","Miami","Florida",33180,"South","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88
2018-09-24,2018-09-26,"Second Class","Consumer","United States","Miami","Florida",33180,"South","Office Supplies","Labels","Dot Matrix Printer Tape Reel Labels, White, 5000/Box","Office Supplies","Labels","Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944
2016-10-04,2016-10-09,"Second Class","Corporate","United States","Warner Robins","Georgia",31088,"South","Furniture","Chairs","Office Star - Mesh Screen back chair with Vinyl seat","Furniture","Chairs","Office Star - Mesh Screen back chair with Vinyl seat",392.94
2017-08-15,2017-08-21,"Standard Class","Consumer","United States","Aurora","Colorado",80013,"West","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC",18.882
2017-08-15,2017-08-21,"Standard Class","Consumer","United States","Aurora","Colorado",80013,"West","Office Supplies","Appliances","Tripp Lite TLP810NET Broadband Surge for Modem/Fax","Office Supplies","Appliances","Tripp Lite TLP810NET Broadband Surge for Modem/Fax",122.328
2017-05-20,2017-05-25,"Standard Class","Home Office","United States","Vallejo","California",94591,"West","Furniture","Furnishings","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","Furniture","Furnishings","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",1049.2
2017-05-20,2017-05-25,"Standard Class","Home Office","United States","Vallejo","California",94591,"West","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders",15.424
2017-12-18,2017-12-22,"Standard Class","Corporate","United States","Minneapolis","Minnesota",55407,"Central","Furniture","Furnishings","Eldon 200 Class Desk Accessories","Furniture","Furnishings","Eldon 200 Class Desk Accessories",18.84
2018-07-30,2018-08-03,"Second Class","Consumer","United States","Mission Viejo","California",92691,"West","Office Supplies","Storage","Economy Rollaway Files","Office Supplies","Storage","Economy Rollaway Files",330.4
2018-07-30,2018-08-03,"Second Class","Consumer","United States","Mission Viejo","California",92691,"West","Office Supplies","Labels","Avery 480","Office Supplies","Labels","Avery 480",26.25
2018-06-10,2018-06-15,"Standard Class","Consumer","United States","Rochester Hills","Michigan",48307,"Central","Technology","Accessories","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","Technology","Accessories","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",132.52
2018-07-21,2018-07-25,"Standard Class","Home Office","United States","Plainfield","New Jersey",7060,"East","Office Supplies","Paper","Xerox 1993","Office Supplies","Paper","Xerox 1993",6.48
2018-12-30,2019-01-05,"Standard Class","Home Office","United States","Columbus","Indiana",47201,"Central","Office Supplies","Appliances","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red","Office Supplies","Appliances","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3
2017-04-01,2017-04-08,"Standard Class","Corporate","United States","Sierra Vista","Arizona",85635,"West","Office Supplies","Fasteners","Staples","Office Supplies","Fasteners","Staples",31.56
2017-04-01,2017-04-08,"Standard Class","Corporate","United States","Sierra Vista","Arizona",85635,"West","Office Supplies","Appliances","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","Office Supplies","Appliances","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",30.144
2017-12-11,2017-12-16,"Second Class","Corporate","United States","Vancouver","Washington",98661,"West","Furniture","Furnishings","3M Hangers With Command Adhesive","Furniture","Furnishings","3M Hangers With Command Adhesive",14.8
2017-12-11,2017-12-16,"Second Class","Corporate","United States","Vancouver","Washington",98661,"West","Technology","Phones","AT&T TR1909W","Technology","Phones","AT&T TR1909W",302.376
2017-12-11,2017-12-16,"Second Class","Corporate","United States","Vancouver","Washington",98661,"West","Technology","Accessories","First Data FD10 PIN Pad","Technology","Accessories","First Data FD10 PIN Pad",316
2017-10-23,2017-10-29,"Standard Class","Home Office","United States","New York City","New York",10024,"East","Office Supplies","Paper","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","Office Supplies","Paper","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4
2018-06-19,2018-06-23,"Standard Class","Corporate","United States","New York City","New York",10035,"East","Office Supplies","Paper","Xerox 1943","Office Supplies","Paper","Xerox 1943",97.82
2018-06-19,2018-06-23,"Standard Class","Corporate","United States","New York City","New York",10035,"East","Technology","Accessories","Sony 16GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","Sony 16GB Class 10 Micro SDHC R40 Memory Card",103.12
2017-08-22,2017-08-28,"Standard Class","Consumer","United States","Columbus","Ohio",43229,"East","Office Supplies","Appliances","Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge","Office Supplies","Appliances","Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge",113.552
2017-08-22,2017-08-28,"Standard Class","Consumer","United States","Columbus","Ohio",43229,"East","Office Supplies","Binders","Avery Durable Poly Binders","Office Supplies","Binders","Avery Durable Poly Binders",3.318
2017-08-22,2017-08-28,"Standard Class","Consumer","United States","Columbus","Ohio",43229,"East","Office Supplies","Envelopes","Airmail Envelopes","Office Supplies","Envelopes","Airmail Envelopes",134.288
2017-09-19,2017-09-19,"Same Day","Home Office","United States","Aurora","Illinois",60505,"Central","Furniture","Chairs","Global Troy Executive Leather Low-Back Tilter","Furniture","Chairs","Global Troy Executive Leather Low-Back Tilter",701.372
2017-09-19,2017-09-19,"Same Day","Home Office","United States","Aurora","Illinois",60505,"Central","Office Supplies","Binders","Avery Binding System Hidden Tab Executive Style Index Sets","Office Supplies","Binders","Avery Binding System Hidden Tab Executive Style Index Sets",2.308
2016-08-24,2016-08-28,"Standard Class","Consumer","United States","Arlington","Texas",76017,"Central","Office Supplies","Storage","Hot File 7-Pocket, Floor Stand","Office Supplies","Storage","Hot File 7-Pocket, Floor Stand",999.432
2016-08-24,2016-08-28,"Standard Class","Consumer","United States","Arlington","Texas",76017,"Central","Office Supplies","Storage","Space Solutions Commercial Steel Shelving","Office Supplies","Storage","Space Solutions Commercial Steel Shelving",724.08
2016-08-24,2016-08-28,"Standard Class","Consumer","United States","Arlington","Texas",76017,"Central","Furniture","Tables","Hon Racetrack Conference Tables","Furniture","Tables","Hon Racetrack Conference Tables",918.785
2016-08-24,2016-08-28,"Standard Class","Consumer","United States","Arlington","Texas",76017,"Central","Office Supplies","Binders","Avery Durable Plastic 1"" Binders","Office Supplies","Binders","Avery Durable Plastic 1"" Binders",2.724
2017-03-26,2017-03-30,"Standard Class","Corporate","United States","New York City","New York",10011,"East","Office Supplies","Storage","Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","Office Supplies","Storage","Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95
2017-11-04,2017-11-04,"Same Day","Consumer","United States","Louisville","Kentucky",40214,"South","Office Supplies","Fasteners","OIC Colored Binder Clips, Assorted Sizes","Office Supplies","Fasteners","OIC Colored Binder Clips, Assorted Sizes",10.74
2018-06-08,2018-06-10,"Second Class","Corporate","United States","Dallas","Texas",75081,"Central","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",23.76
2018-06-08,2018-06-10,"Second Class","Corporate","United States","Dallas","Texas",75081,"Central","Office Supplies","Paper","Easy-staple paper","Office Supplies","Paper","Easy-staple paper",85.056
2018-06-08,2018-06-10,"Second Class","Corporate","United States","Dallas","Texas",75081,"Central","Technology","Phones","ClearOne Communications CHAT 70 OC Speaker Phone","Technology","Phones","ClearOne Communications CHAT 70 OC Speaker Phone",381.576
2015-12-24,2015-12-26,"First Class","Consumer","United States","Cleveland","Ohio",44105,"East","Furniture","Furnishings","Master Giant Foot Doorstop, Safety Yellow","Furniture","Furnishings","Master Giant Foot Doorstop, Safety Yellow",30.36
2018-06-09,2018-06-13,"Standard Class","Home Office","United States","Chicago","Illinois",60653,"Central","Furniture","Furnishings","12-1/2 Diameter Round Wall Clock","Furniture","Furnishings","12-1/2 Diameter Round Wall Clock",23.976
2018-06-09,2018-06-13,"Standard Class","Home Office","United States","Chicago","Illinois",60653,"Central","Furniture","Tables","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","Furniture","Tables","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925
2018-06-09,2018-06-13,"Standard Class","Home Office","United States","Chicago","Illinois",60653,"Central","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352
2018-06-15,2018-06-22,"Standard Class","Consumer","United States","Quincy","Illinois",62301,"Central","Office Supplies","Art","Newell 331","Office Supplies","Art","Newell 331",19.56
2018-12-05,2018-12-08,"First Class","Consumer","United States","Columbus","Indiana",47201,"Central","Office Supplies","Appliances","Kensington 6 Outlet Guardian Standard Surge Protector","Office Supplies","Appliances","Kensington 6 Outlet Guardian Standard Surge Protector",61.44
2018-12-05,2018-12-08,"First Class","Consumer","United States","Columbus","Indiana",47201,"Central","Office Supplies","Paper","Southworth 100% Résumé Paper, 24lb.","Office Supplies","Paper","Southworth 100% Résumé Paper, 24lb.",38.9
2018-12-05,2018-12-08,"First Class","Consumer","United States","Columbus","Indiana",47201,"Central","Technology","Accessories","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","Technology","Accessories","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",99.39
2018-03-18,2018-03-23,"Standard Class","Consumer","United States","Tyler","Texas",75701,"Central","Office Supplies","Appliances","Hoover Portapower Portable Vacuum","Office Supplies","Appliances","Hoover Portapower Portable Vacuum",2.688
2018-03-18,2018-03-23,"Standard Class","Consumer","United States","Tyler","Texas",75701,"Central","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816
2018-03-18,2018-03-23,"Standard Class","Consumer","United States","Tyler","Texas",75701,"Central","Furniture","Furnishings","Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock","Furniture","Furnishings","Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524
2018-03-18,2018-03-23,"Standard Class","Consumer","United States","Tyler","Texas",75701,"Central","Office Supplies","Binders","Ibico Hi-Tech Manual Binding System","Office Supplies","Binders","Ibico Hi-Tech Manual Binding System",182.994
2017-11-19,2017-11-24,"Standard Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Binders","Avery Hanging File Binders","Office Supplies","Binders","Avery Hanging File Binders",14.352
2017-11-19,2017-11-24,"Standard Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Storage","Fellowes Neat Ideas Storage Cubes","Office Supplies","Storage","Fellowes Neat Ideas Storage Cubes",64.96
2017-11-19,2017-11-24,"Standard Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Storage","Advantus Rolling Storage Box","Office Supplies","Storage","Advantus Rolling Storage Box",68.6
2018-11-04,2018-11-04,"Same Day","Corporate","United States","Burlington","North Carolina",27217,"South","Technology","Machines","Cubify CubeX 3D Printer Triple Head Print","Technology","Machines","Cubify CubeX 3D Printer Triple Head Print",7999.98
2018-11-04,2018-11-04,"Same Day","Corporate","United States","Burlington","North Carolina",27217,"South","Office Supplies","Appliances","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red","Office Supplies","Appliances","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44
2015-07-05,2015-07-08,"First Class","Consumer","United States","Jackson","Mississippi",39212,"South","Technology","Accessories","NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router","Technology","Accessories","NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",479.97
2015-07-05,2015-07-08,"First Class","Consumer","United States","Jackson","Mississippi",39212,"South","Office Supplies","Labels","Avery 516","Office Supplies","Labels","Avery 516",14.62
2015-07-05,2015-07-08,"First Class","Consumer","United States","Jackson","Mississippi",39212,"South","Office Supplies","Paper","Xerox 1995","Office Supplies","Paper","Xerox 1995",19.44
2018-12-25,2018-12-29,"Standard Class","Consumer","United States","New York City","New York",10035,"East","Furniture","Bookcases","Bush Andora Bookcase, Maple/Graphite Gray Finish","Furniture","Bookcases","Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984
2015-06-21,2015-06-23,"Second Class","Consumer","United States","Waynesboro","Virginia",22980,"South","Furniture","Furnishings","Luxo Professional Magnifying Clamp-On Fluorescent Lamps","Furniture","Furnishings","Luxo Professional Magnifying Clamp-On Fluorescent Lamps",104.01
2015-06-21,2015-06-23,"Second Class","Consumer","United States","Waynesboro","Virginia",22980,"South","Technology","Phones","Konftel 250 Conference phone - Charcoal black","Technology","Phones","Konftel 250 Conference phone - Charcoal black",284.82
2015-06-21,2015-06-23,"Second Class","Consumer","United States","Waynesboro","Virginia",22980,"South","Office Supplies","Storage","Recycled Eldon Regeneration Jumbo File","Office Supplies","Storage","Recycled Eldon Regeneration Jumbo File",36.84
2016-03-28,2016-04-02,"Standard Class","Consumer","United States","Los Angeles","California",90036,"West","Technology","Accessories","Imation Bio 8GB USB Flash Drive Imation Corp","Technology","Accessories","Imation Bio 8GB USB Flash Drive Imation Corp",166.24
2016-03-28,2016-04-02,"Standard Class","Consumer","United States","Los Angeles","California",90036,"West","Office Supplies","Paper","Xerox 1977","Office Supplies","Paper","Xerox 1977",33.4
2016-05-14,2016-05-17,"First Class","Home Office","United States","Chester","Pennsylvania",19013,"East","Office Supplies","Art","Boston School Pro Electric Pencil Sharpener, 1670","Office Supplies","Art","Boston School Pro Electric Pencil Sharpener, 1670",198.272
2016-05-14,2016-05-17,"First Class","Home Office","United States","Chester","Pennsylvania",19013,"East","Office Supplies","Labels","Avery 490","Office Supplies","Labels","Avery 490",47.36
2016-05-14,2016-05-17,"First Class","Home Office","United States","Chester","Pennsylvania",19013,"East","Office Supplies","Envelopes","Jet-Pak Recycled Peel 'N' Seal Padded Mailers","Office Supplies","Envelopes","Jet-Pak Recycled Peel 'N' Seal Padded Mailers",200.984
2016-05-14,2016-05-17,"First Class","Home Office","United States","Chester","Pennsylvania",19013,"East","Office Supplies","Labels","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","Office Supplies","Labels","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.696
2016-05-14,2016-05-17,"First Class","Home Office","United States","Chester","Pennsylvania",19013,"East","Office Supplies","Art","Binney & Smith Crayola Metallic Crayons, 16-Color Pack","Office Supplies","Art","Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696
2016-05-14,2016-05-17,"First Class","Home Office","United States","Chester","Pennsylvania",19013,"East","Office Supplies","Binders","GBC Linen Binding Covers","Office Supplies","Binders","GBC Linen Binding Covers",18.588
2016-05-14,2016-05-17,"First Class","Home Office","United States","Chester","Pennsylvania",19013,"East","Office Supplies","Binders","Wilson Jones Custom Binder Spines & Labels","Office Supplies","Binders","Wilson Jones Custom Binder Spines & Labels",4.896
2018-09-02,2018-09-08,"Standard Class","Corporate","United States","Cleveland","Ohio",44105,"East","Furniture","Furnishings","Eldon 200 Class Desk Accessories, Burgundy","Furniture","Furnishings","Eldon 200 Class Desk Accessories, Burgundy",15.072
2017-11-04,2017-11-08,"Second Class","Corporate","United States","Seattle","Washington",98103,"West","Furniture","Furnishings","Tenex ""The Solids"" Textured Chair Mats","Furniture","Furnishings","Tenex ""The Solids"" Textured Chair Mats",209.88
2016-04-09,2016-04-14,"Standard Class","Consumer","United States","Long Beach","California",90805,"West","Furniture","Tables","Laminate Occasional Tables","Furniture","Tables","Laminate Occasional Tables",369.912
2015-09-12,2015-09-17,"Standard Class","Corporate","United States","Cary","North Carolina",27511,"South","Office Supplies","Paper","Xerox 220","Office Supplies","Paper","Xerox 220",10.368
2015-09-12,2015-09-17,"Standard Class","Corporate","United States","Cary","North Carolina",27511,"South","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector",166.84
2015-09-12,2015-09-17,"Standard Class","Corporate","United States","Cary","North Carolina",27511,"South","Technology","Accessories","SanDisk Cruzer 32 GB USB Flash Drive","Technology","Accessories","SanDisk Cruzer 32 GB USB Flash Drive",15.216
2015-12-02,2015-12-04,"First Class","Consumer","United States","New York City","New York",10035,"East","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",119.96
2015-12-02,2015-12-04,"First Class","Consumer","United States","New York City","New York",10035,"East","Furniture","Bookcases","O'Sullivan Living Dimensions 5-Shelf Bookcases","Furniture","Bookcases","O'Sullivan Living Dimensions 5-Shelf Bookcases",883.92
2015-12-02,2015-12-04,"First Class","Consumer","United States","New York City","New York",10035,"East","Office Supplies","Binders","Angle-D Binders with Locking Rings, Label Holders","Office Supplies","Binders","Angle-D Binders with Locking Rings, Label Holders",46.72
2015-04-05,2015-04-07,"First Class","Home Office","United States","New York City","New York",10035,"East","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48
2018-09-03,2018-09-07,"Standard Class","Consumer","United States","Palm Coast","Florida",32137,"South","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.448
2018-05-19,2018-05-24,"Standard Class","Corporate","United States","Mount Vernon","New York",10550,"East","Office Supplies","Appliances","Bionaire Personal Warm Mist Humidifier/Vaporizer","Office Supplies","Appliances","Bionaire Personal Warm Mist Humidifier/Vaporizer",281.34
2018-05-19,2018-05-24,"Standard Class","Corporate","United States","Mount Vernon","New York",10550,"East","Technology","Phones","Nortel Meridian M3904 Professional Digital phone","Technology","Phones","Nortel Meridian M3904 Professional Digital phone",307.98
2018-05-19,2018-05-24,"Standard Class","Corporate","United States","Mount Vernon","New York",10550,"East","Technology","Accessories","Logitech Wireless Performance Mouse MX for PC and Mac","Technology","Accessories","Logitech Wireless Performance Mouse MX for PC and Mac",299.97
2015-07-01,2015-07-06,"Second Class","Corporate","United States","Seattle","Washington",98105,"West","Office Supplies","Binders","Cardinal Holdit Business Card Pockets","Office Supplies","Binders","Cardinal Holdit Business Card Pockets",19.92
2015-01-11,2015-01-14,"First Class","Consumer","United States","Dover","Delaware",19901,"East","Furniture","Furnishings","DAX Value U-Channel Document Frames, Easel Back","Furniture","Furnishings","DAX Value U-Channel Document Frames, Easel Back",9.94
2018-09-24,2018-09-29,"Standard Class","Consumer","United States","Newark","Ohio",43055,"East","Furniture","Furnishings","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","Furniture","Furnishings","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.056
2015-06-02,2015-06-07,"Standard Class","Home Office","United States","Orem","Utah",84057,"West","Office Supplies","Binders","GBC Standard Therm-A-Bind Covers","Office Supplies","Binders","GBC Standard Therm-A-Bind Covers",59.808
2015-06-02,2015-06-07,"Standard Class","Home Office","United States","Orem","Utah",84057,"West","Furniture","Furnishings","Aluminum Document Frame","Furniture","Furnishings","Aluminum Document Frame",73.32
2017-02-13,2017-02-18,"Standard Class","Home Office","United States","Los Angeles","California",90045,"West","Office Supplies","Paper","Tops Green Bar Computer Printout Paper","Office Supplies","Paper","Tops Green Bar Computer Printout Paper",146.82
2017-12-15,2017-12-19,"Standard Class","Corporate","United States","Detroit","Michigan",48205,"Central","Furniture","Tables","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases","Furniture","Tables","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",1652.94
2017-12-15,2017-12-19,"Standard Class","Corporate","United States","Detroit","Michigan",48205,"Central","Office Supplies","Storage","Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16","Office Supplies","Storage","Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37
2015-10-07,2015-10-13,"Standard Class","Home Office","United States","Philadelphia","Pennsylvania",19140,"East","Furniture","Furnishings","Seth Thomas 16"" Steel Case Clock","Furniture","Furnishings","Seth Thomas 16"" Steel Case Clock",129.92
2017-07-07,2017-07-12,"Standard Class","Corporate","United States","Hialeah","Florida",33012,"South","Office Supplies","Supplies","Acme Softgrip Scissors","Office Supplies","Supplies","Acme Softgrip Scissors",45.584
2018-09-16,2018-09-20,"Standard Class","Consumer","United States","Austin","Texas",78745,"Central","Office Supplies","Envelopes","Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""","Office Supplies","Envelopes","Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568
2018-09-16,2018-09-20,"Standard Class","Consumer","United States","Austin","Texas",78745,"Central","Technology","Phones","ClearSounds CSC500 Amplified Spirit Phone Corded phone","Technology","Phones","ClearSounds CSC500 Amplified Spirit Phone Corded phone",55.992
2017-12-03,2017-12-06,"First Class","Consumer","United States","Oceanside","New York",11572,"East","Office Supplies","Paper","Xerox 1964","Office Supplies","Paper","Xerox 1964",182.72
2017-12-03,2017-12-06,"First Class","Consumer","United States","Oceanside","New York",11572,"East","Furniture","Tables","Bevis Traditional Conference Table Top, Plinth Base","Furniture","Tables","Bevis Traditional Conference Table Top, Plinth Base",400.032
2017-12-03,2017-12-06,"First Class","Consumer","United States","Oceanside","New York",11572,"East","Office Supplies","Storage","Personal Folder Holder, Ebony","Office Supplies","Storage","Personal Folder Holder, Ebony",33.63
2017-12-03,2017-12-06,"First Class","Consumer","United States","Oceanside","New York",11572,"East","Furniture","Chairs","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","Furniture","Chairs","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646
2017-12-03,2017-12-06,"First Class","Consumer","United States","Oceanside","New York",11572,"East","Office Supplies","Labels","Avery 520","Office Supplies","Labels","Avery 520",6.3
2018-01-21,2018-01-25,"Standard Class","Home Office","United States","Seattle","Washington",98115,"West","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black",242.94
2018-01-21,2018-01-25,"Standard Class","Home Office","United States","Seattle","Washington",98115,"West","Technology","Accessories","Logitech Illuminated - Keyboard","Technology","Accessories","Logitech Illuminated - Keyboard",179.97
2018-01-21,2018-01-25,"Standard Class","Home Office","United States","Seattle","Washington",98115,"West","Office Supplies","Binders","Wilson Jones Century Plastic Molded Ring Binders","Office Supplies","Binders","Wilson Jones Century Plastic Molded Ring Binders",99.696
2018-01-21,2018-01-25,"Standard Class","Home Office","United States","Seattle","Washington",98115,"West","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings",27.936
2018-01-21,2018-01-25,"Standard Class","Home Office","United States","Seattle","Washington",98115,"West","Furniture","Bookcases","O'Sullivan Cherrywood Estates Traditional Bookcase","Furniture","Bookcases","O'Sullivan Cherrywood Estates Traditional Bookcase",84.98
2018-01-21,2018-01-25,"Standard Class","Home Office","United States","Seattle","Washington",98115,"West","Office Supplies","Binders","Acco Translucent Poly Ring Binders","Office Supplies","Binders","Acco Translucent Poly Ring Binders",18.72
2015-09-08,2015-09-12,"Standard Class","Consumer","United States","San Francisco","California",94110,"West","Technology","Accessories","Logitech Wireless Touch Keyboard K400","Technology","Accessories","Logitech Wireless Touch Keyboard K400",49.98
2015-01-04,2015-01-08,"Standard Class","Home Office","United States","Naperville","Illinois",60540,"Central","Office Supplies","Labels","Avery 508","Office Supplies","Labels","Avery 508",11.784
2015-01-04,2015-01-08,"Standard Class","Home Office","United States","Naperville","Illinois",60540,"Central","Office Supplies","Storage","SAFCO Boltless Steel Shelving","Office Supplies","Storage","SAFCO Boltless Steel Shelving",272.736
2015-01-04,2015-01-08,"Standard Class","Home Office","United States","Naperville","Illinois",60540,"Central","Office Supplies","Binders","GBC Standard Plastic Binding Systems Combs","Office Supplies","Binders","GBC Standard Plastic Binding Systems Combs",3.54
2017-08-27,2017-09-01,"Standard Class","Consumer","United States","Dallas","Texas",75220,"Central","Office Supplies","Supplies","Martin-Yale Premier Letter Opener","Office Supplies","Supplies","Martin-Yale Premier Letter Opener",51.52
2017-08-27,2017-09-01,"Standard Class","Consumer","United States","Dallas","Texas",75220,"Central","Office Supplies","Paper","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","Office Supplies","Paper","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528
2017-08-27,2017-09-01,"Standard Class","Consumer","United States","Dallas","Texas",75220,"Central","Office Supplies","Paper","Xerox 196","Office Supplies","Paper","Xerox 196",4.624
2017-08-27,2017-09-01,"Standard Class","Consumer","United States","Dallas","Texas",75220,"Central","Office Supplies","Supplies","Fiskars 8"" Scissors, 2/Pack","Office Supplies","Supplies","Fiskars 8"" Scissors, 2/Pack",55.168
2015-05-27,2015-05-27,"Same Day","Corporate","United States","San Diego","California",92105,"West","Furniture","Tables","KI Conference Tables","Furniture","Tables","KI Conference Tables",567.12
2015-05-27,2015-05-27,"Same Day","Corporate","United States","San Diego","California",92105,"West","Office Supplies","Storage","Fellowes Officeware Wire Shelving","Office Supplies","Storage","Fellowes Officeware Wire Shelving",359.32
2017-03-20,2017-03-22,"Second Class","Consumer","United States","Evanston","Illinois",60201,"Central","Technology","Phones","Belkin iPhone and iPad Lightning Cable","Technology","Phones","Belkin iPhone and iPad Lightning Cable",11.992
2018-10-02,2018-10-06,"Standard Class","Consumer","United States","Trenton","Michigan",48183,"Central","Office Supplies","Binders","GBC Durable Plastic Covers","Office Supplies","Binders","GBC Durable Plastic Covers",58.05
2018-10-02,2018-10-06,"Standard Class","Consumer","United States","Trenton","Michigan",48183,"Central","Furniture","Furnishings","Nu-Dell Leatherette Frames","Furniture","Furnishings","Nu-Dell Leatherette Frames",157.74
2018-10-02,2018-10-06,"Standard Class","Consumer","United States","Trenton","Michigan",48183,"Central","Office Supplies","Art","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack","Office Supplies","Art","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.98
2018-10-02,2018-10-06,"Standard Class","Consumer","United States","Trenton","Michigan",48183,"Central","Office Supplies","Binders","Avery Durable Binders","Office Supplies","Binders","Avery Durable Binders",2.88
2017-04-07,2017-04-09,"First Class","Corporate","United States","San Francisco","California",94110,"West","Technology","Copiers","Hewlett Packard 610 Color Digital Copier / Printer","Technology","Copiers","Hewlett Packard 610 Color Digital Copier / Printer",1199.976
2016-12-07,2016-12-12,"Standard Class","Consumer","United States","Los Angeles","California",90036,"West","Furniture","Furnishings","12-1/2 Diameter Round Wall Clock","Furniture","Furnishings","12-1/2 Diameter Round Wall Clock",79.92
